event_id,reporting_year,trust_code,trust_name,region,site_code,ward_type,bed_id,discharge_ts,cleaning_start_ts,cleaning_complete_ts,maintenance_clear_ts,equipment_ready_ts,isolation_clear_ts,bed_ready_ts,turnaround_target_minutes,turnaround_minutes,turnaround_bucket,within_target,primary_blocker,queue_delay_minutes,cleaning_minutes,porter_delay_minutes,equipment_delay_minutes,maintenance_delay_minutes,isolation_delay_minutes,clinical_hold_minutes
BED-RRV-2024-00064,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-05,General Ward,RRV-05-0064,2025-02-14T19:40:00,2025-02-14T19:51:00,2025-02-14T20:39:00,2025-02-14T20:39:00,2025-02-14T20:39:00,2025-02-14T20:39:00,2025-02-14T20:39:00,120,59,Under 1 hour,Yes,No major blocker,5,48,6,0,0,0,0
BED-RRV-2024-00065,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-06,Surgical Ward,RRV-06-0065,2024-07-03T04:50:00,2024-07-03T05:11:00,2024-07-03T05:46:00,2024-07-03T05:46:00,2024-07-03T07:33:00,2024-07-03T05:46:00,2024-07-03T07:33:00,120,163,2-4 hours,No,Equipment not ready,21,35,0,107,0,0,0
BED-RRV-2024-00066,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-06,Medical Ward,RRV-06-0066,2024-04-20T20:30:00,2024-04-20T21:05:00,2024-04-20T21:48:00,2024-04-20T21:48:00,2024-04-20T21:48:00,2024-04-20T21:48:00,2024-04-20T21:48:00,120,78,1-2 hours,Yes,No major blocker,13,43,22,0,0,0,0
BED-RRV-2024-00067,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-07,Emergency Observation,RRV-07-0067,2024-09-14T00:00:00,2024-09-14T01:36:00,2024-09-14T02:08:00,2024-09-14T02:08:00,2024-09-14T02:08:00,2024-09-14T02:08:00,2024-09-14T02:08:00,120,128,2-4 hours,No,No major blocker,20,32,0,0,0,0,76
BED-RRV-2024-00068,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-04,General Ward,RRV-04-0068,2024-10-08T23:00:00,2024-10-09T00:18:00,2024-10-09T00:49:00,2024-10-09T00:49:00,2024-10-09T01:04:00,2024-10-09T00:49:00,2024-10-09T01:04:00,120,124,2-4 hours,No,Cleaning queue,78,31,0,15,0,0,0
BED-RRV-2024-00069,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-05,Critical Care,RRV-05-0069,2024-11-18T04:00:00,2024-11-18T04:20:00,2024-11-18T04:42:00,2024-11-18T04:42:00,2024-11-18T04:42:00,2024-11-18T04:42:00,2024-11-18T04:42:00,120,42,Under 1 hour,Yes,No major blocker,20,22,0,0,0,0,0
BED-RRV-2024-00070,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-06,General Ward,RRV-06-0070,2024-04-09T04:00:00,2024-04-09T04:17:00,2024-04-09T04:59:00,2024-04-09T04:59:00,2024-04-09T04:59:00,2024-04-09T04:59:00,2024-04-09T04:59:00,120,59,Under 1 hour,Yes,No major blocker,17,42,0,0,0,0,0
BED-RRV-2024-00071,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-03,General Ward,RRV-03-0071,2024-07-24T19:40:00,2024-07-24T21:32:00,2024-07-24T21:50:00,2024-07-24T21:50:00,2024-07-24T21:50:00,2024-07-24T21:50:00,2024-07-24T21:50:00,120,130,2-4 hours,No,Awaiting porter / room release,12,18,56,0,0,0,44
BED-RRV-2024-00072,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-08,Medical Ward,RRV-08-0072,2024-09-21T17:40:00,2024-09-21T17:46:00,2024-09-21T18:37:00,2024-09-21T18:37:00,2024-09-21T21:23:00,2024-09-21T18:37:00,2024-09-21T21:23:00,120,223,2-4 hours,No,Equipment not ready,6,51,0,166,0,0,0
BED-RRV-2024-00073,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-05,General Ward,RRV-05-0073,2024-07-14T23:50:00,2024-07-14T23:59:00,2024-07-15T00:54:00,2024-07-15T00:54:00,2024-07-15T00:54:00,2024-07-15T00:54:00,2024-07-15T00:54:00,120,64,1-2 hours,Yes,No major blocker,9,55,0,0,0,0,0
BED-RRV-2024-00074,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-05,General Ward,RRV-05-0074,2024-10-14T17:20:00,2024-10-14T17:30:00,2024-10-14T18:07:00,2024-10-14T18:07:00,2024-10-14T18:07:00,2024-10-14T18:07:00,2024-10-14T18:07:00,120,47,Under 1 hour,Yes,No major blocker,10,37,0,0,0,0,0
BED-RRV-2024-00075,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-05,Emergency Observation,RRV-05-0075,2024-11-08T04:50:00,2024-11-08T05:49:00,2024-11-08T06:39:00,2024-11-08T06:39:00,2024-11-08T07:31:00,2024-11-08T06:39:00,2024-11-08T07:31:00,120,161,2-4 hours,No,Cleaning queue,49,50,10,52,0,0,0
BED-RRV-2024-00076,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-08,Emergency Observation,RRV-08-0076,2024-06-02T02:50:00,2024-06-02T02:55:00,2024-06-02T03:41:00,2024-06-02T03:41:00,2024-06-02T04:13:00,2024-06-02T03:41:00,2024-06-02T04:13:00,120,83,1-2 hours,Yes,No major blocker,5,46,0,32,0,0,0
BED-RRV-2024-00077,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-05,General Ward,RRV-05-0077,2024-07-09T15:00:00,2024-07-09T15:44:00,2024-07-09T16:33:00,2024-07-09T16:33:00,2024-07-09T16:33:00,2024-07-09T16:33:00,2024-07-09T16:33:00,120,93,1-2 hours,Yes,No major blocker,19,49,25,0,0,0,0
BED-RRV-2024-00078,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-02,General Ward,RRV-02-0078,2024-06-24T09:30:00,2024-06-24T09:35:00,2024-06-24T10:09:00,2024-06-24T10:09:00,2024-06-24T10:09:00,2024-06-24T10:09:00,2024-06-24T10:09:00,120,39,Under 1 hour,Yes,No major blocker,5,34,0,0,0,0,0
BED-RRV-2024-00079,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-08,General Ward,RRV-08-0079,2024-11-18T01:50:00,2024-11-18T04:32:00,2024-11-18T05:15:00,2024-11-18T05:15:00,2024-11-18T05:15:00,2024-11-18T05:15:00,2024-11-18T05:15:00,120,205,2-4 hours,No,Clinical hold / late discharge,10,43,0,0,0,0,152
BED-RRV-2024-00080,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-03,Medical Ward,RRV-03-0080,2024-08-20T12:20:00,2024-08-20T13:25:00,2024-08-20T13:57:00,2024-08-20T13:57:00,2024-08-20T13:57:00,2024-08-20T13:57:00,2024-08-20T13:57:00,120,97,1-2 hours,Yes,Cleaning queue,65,32,0,0,0,0,0
BED-RRV-2024-00081,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-02,Critical Care,RRV-02-0081,2024-11-01T11:00:00,2024-11-01T11:50:00,2024-11-01T12:15:00,2024-11-01T12:15:00,2024-11-01T12:15:00,2024-11-01T12:15:00,2024-11-01T12:15:00,120,75,1-2 hours,Yes,Cleaning queue,50,25,0,0,0,0,0
BED-RRV-2024-00082,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-05,General Ward,RRV-05-0082,2025-01-27T17:50:00,2025-01-27T18:03:00,2025-01-27T18:24:00,2025-01-27T20:38:00,2025-01-27T18:24:00,2025-01-27T19:48:00,2025-01-27T20:38:00,120,168,2-4 hours,No,Deep clean / isolation reset,13,21,0,0,134,84,0
BED-RRV-2024-00083,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-03,Critical Care,RRV-03-0083,2024-05-22T18:50:00,2024-05-22T19:06:00,2024-05-22T19:51:00,2024-05-22T19:51:00,2024-05-22T19:51:00,2024-05-22T19:51:00,2024-05-22T19:51:00,120,61,1-2 hours,Yes,No major blocker,16,45,0,0,0,0,0
BED-RRV-2024-00084,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-07,Surgical Ward,RRV-07-0084,2024-08-20T15:00:00,2024-08-20T15:23:00,2024-08-20T15:52:00,2024-08-20T15:52:00,2024-08-20T15:52:00,2024-08-20T15:52:00,2024-08-20T15:52:00,120,52,Under 1 hour,Yes,No major blocker,23,29,0,0,0,0,0
BED-RRV-2024-00085,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-06,General Ward,RRV-06-0085,2024-08-11T22:30:00,2024-08-11T22:43:00,2024-08-11T23:37:00,2024-08-11T23:37:00,2024-08-11T23:37:00,2024-08-12T01:57:00,2024-08-12T01:57:00,120,207,2-4 hours,No,Deep clean / isolation reset,13,54,0,0,0,140,0
BED-RRV-2024-00086,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-07,Critical Care,RRV-07-0086,2024-10-10T20:50:00,2024-10-10T21:10:00,2024-10-10T21:46:00,2024-10-10T21:46:00,2024-10-10T22:07:00,2024-10-10T21:46:00,2024-10-10T22:07:00,120,77,1-2 hours,Yes,No major blocker,10,36,10,21,0,0,0
BED-RRV-2024-00087,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-06,General Ward,RRV-06-0087,2024-07-27T00:20:00,2024-07-27T01:25:00,2024-07-27T01:56:00,2024-07-27T01:56:00,2024-07-27T01:56:00,2024-07-27T01:56:00,2024-07-27T01:56:00,120,96,1-2 hours,Yes,Awaiting porter / room release,8,31,57,0,0,0,0
BED-RRV-2024-00088,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-02,Medical Ward,RRV-02-0088,2024-07-25T15:10:00,2024-07-25T15:47:00,2024-07-25T16:26:00,2024-07-25T16:26:00,2024-07-25T16:26:00,2024-07-25T16:26:00,2024-07-25T16:26:00,120,76,1-2 hours,Yes,Cleaning queue,37,39,0,0,0,0,0
BED-RRV-2024-00089,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-07,General Ward,RRV-07-0089,2024-08-29T19:30:00,2024-08-29T19:45:00,2024-08-29T20:40:00,2024-08-29T22:35:00,2024-08-29T20:40:00,2024-08-29T20:40:00,2024-08-29T22:35:00,120,185,2-4 hours,No,Maintenance clearance,15,55,0,0,115,0,0
BED-RRV-2024-00090,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-04,Medical Ward,RRV-04-0090,2024-08-20T03:10:00,2024-08-20T04:19:00,2024-08-20T05:06:00,2024-08-20T05:06:00,2024-08-20T05:06:00,2024-08-20T05:06:00,2024-08-20T05:06:00,120,116,1-2 hours,Yes,Awaiting porter / room release,13,47,56,0,0,0,0
BED-RRV-2024-00091,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-07,General Ward,RRV-07-0091,2024-09-14T11:30:00,2024-09-14T12:04:00,2024-09-14T12:46:00,2024-09-14T12:46:00,2024-09-14T12:46:00,2024-09-14T12:46:00,2024-09-14T12:46:00,120,76,1-2 hours,Yes,No major blocker,16,42,18,0,0,0,0
BED-RRV-2024-00092,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-02,Medical Ward,RRV-02-0092,2024-09-03T04:40:00,2024-09-03T06:14:00,2024-09-03T07:01:00,2024-09-03T07:01:00,2024-09-03T07:01:00,2024-09-03T07:01:00,2024-09-03T07:01:00,120,141,2-4 hours,No,Cleaning queue,77,47,17,0,0,0,0
BED-RRV-2024-00093,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-08,Medical Ward,RRV-08-0093,2025-01-16T04:50:00,2025-01-16T05:57:00,2025-01-16T06:32:00,2025-01-16T06:32:00,2025-01-16T07:23:00,2025-01-16T06:32:00,2025-01-16T07:23:00,120,153,2-4 hours,No,Cleaning queue,53,35,14,51,0,0,0
BED-RRV-2024-00094,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-07,General Ward,RRV-07-0094,2024-10-28T23:50:00,2024-10-29T00:30:00,2024-10-29T01:01:00,2024-10-29T01:01:00,2024-10-29T01:01:00,2024-10-29T01:01:00,2024-10-29T01:01:00,120,71,1-2 hours,Yes,Awaiting porter / room release,13,31,27,0,0,0,0
BED-RRV-2024-00095,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-02,Medical Ward,RRV-02-0095,2024-05-17T01:20:00,2024-05-17T01:40:00,2024-05-17T02:24:00,2024-05-17T02:24:00,2024-05-17T02:24:00,2024-05-17T02:24:00,2024-05-17T02:24:00,120,64,1-2 hours,Yes,No major blocker,20,44,0,0,0,0,0
BED-RRV-2024-00096,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-02,Emergency Observation,RRV-02-0096,2024-04-17T05:10:00,2024-04-17T05:31:00,2024-04-17T06:13:00,2024-04-17T06:13:00,2024-04-17T06:13:00,2024-04-17T06:13:00,2024-04-17T06:13:00,120,63,1-2 hours,Yes,No major blocker,21,42,0,0,0,0,0
BED-RRV-2024-00097,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-08,General Ward,RRV-08-0097,2024-04-12T06:40:00,2024-04-12T08:03:00,2024-04-12T08:56:00,2024-04-12T08:56:00,2024-04-12T08:56:00,2024-04-12T08:56:00,2024-04-12T08:56:00,120,136,2-4 hours,No,Cleaning queue,83,53,0,0,0,0,0
BED-RRV-2024-00098,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-06,Medical Ward,RRV-06-0098,2024-12-24T04:00:00,2024-12-24T05:07:00,2024-12-24T05:56:00,2024-12-24T05:56:00,2024-12-24T05:56:00,2024-12-24T05:56:00,2024-12-24T05:56:00,120,116,1-2 hours,Yes,Awaiting porter / room release,14,49,53,0,0,0,0
BED-RRV-2024-00099,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-02,General Ward,RRV-02-0099,2024-04-03T16:00:00,2024-04-03T16:26:00,2024-04-03T17:18:00,2024-04-03T17:18:00,2024-04-03T17:18:00,2024-04-03T17:18:00,2024-04-03T17:18:00,120,78,1-2 hours,Yes,No major blocker,18,52,8,0,0,0,0
BED-RRV-2024-00100,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-08,General Ward,RRV-08-0100,2024-11-12T17:10:00,2024-11-12T18:58:00,2024-11-12T19:26:00,2024-11-12T19:26:00,2024-11-12T20:32:00,2024-11-12T19:26:00,2024-11-12T20:32:00,120,202,2-4 hours,No,Clinical hold / late discharge,9,28,0,66,0,0,99
BED-RRV-2024-00101,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-01,General Ward,RRV-01-0101,2025-02-16T04:10:00,2025-02-16T06:08:00,2025-02-16T06:29:00,2025-02-16T06:29:00,2025-02-16T06:29:00,2025-02-16T06:29:00,2025-02-16T06:29:00,120,139,2-4 hours,No,Clinical hold / late discharge,22,21,8,0,0,0,88
BED-RRV-2024-00102,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-06,General Ward,RRV-06-0102,2024-05-25T19:50:00,2024-05-25T20:31:00,2024-05-25T20:54:00,2024-05-25T20:54:00,2024-05-25T20:54:00,2024-05-25T22:51:00,2024-05-25T22:51:00,120,181,2-4 hours,No,Deep clean / isolation reset,19,23,22,0,0,117,0
BED-RRV-2024-00103,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-02,Surgical Ward,RRV-02-0103,2024-04-07T03:50:00,2024-04-07T04:09:00,2024-04-07T04:56:00,2024-04-07T04:56:00,2024-04-07T04:56:00,2024-04-07T04:56:00,2024-04-07T04:56:00,120,66,1-2 hours,Yes,No major blocker,19,47,0,0,0,0,0
BED-RRV-2024-00104,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-07,Surgical Ward,RRV-07-0104,2024-06-06T11:00:00,2024-06-06T12:18:00,2024-06-06T12:44:00,2024-06-06T12:44:00,2024-06-06T12:44:00,2024-06-06T12:44:00,2024-06-06T12:44:00,120,104,1-2 hours,Yes,Awaiting porter / room release,18,26,60,0,0,0,0
BED-RRV-2024-00105,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-02,Medical Ward,RRV-02-0105,2024-11-15T00:50:00,2024-11-15T00:56:00,2024-11-15T01:32:00,2024-11-15T01:32:00,2024-11-15T01:32:00,2024-11-15T01:32:00,2024-11-15T01:32:00,120,42,Under 1 hour,Yes,No major blocker,6,36,0,0,0,0,0
BED-RRV-2024-00106,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-04,General Ward,RRV-04-0106,2024-11-23T21:00:00,2024-11-23T21:14:00,2024-11-23T21:57:00,2024-11-23T21:57:00,2024-11-23T23:41:00,2024-11-23T21:57:00,2024-11-23T23:41:00,120,161,2-4 hours,No,Equipment not ready,6,43,8,104,0,0,0
BED-RRV-2024-00107,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-01,Surgical Ward,RRV-01-0107,2025-03-03T01:50:00,2025-03-03T02:30:00,2025-03-03T03:19:00,2025-03-03T03:19:00,2025-03-03T03:19:00,2025-03-03T03:19:00,2025-03-03T03:19:00,120,89,1-2 hours,Yes,Awaiting porter / room release,13,49,27,0,0,0,0
BED-RRV-2024-00108,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-03,Medical Ward,RRV-03-0108,2024-09-21T23:20:00,2024-09-22T00:04:00,2024-09-22T00:29:00,2024-09-22T01:48:00,2024-09-22T00:29:00,2024-09-22T02:44:00,2024-09-22T02:44:00,120,204,2-4 hours,No,Deep clean / isolation reset,22,25,22,0,79,135,0
BED-RRV-2024-00109,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-03,General Ward,RRV-03-0109,2024-11-05T08:30:00,2024-11-05T09:27:00,2024-11-05T09:54:00,2024-11-05T09:54:00,2024-11-05T09:54:00,2024-11-05T12:00:00,2024-11-05T12:00:00,120,210,2-4 hours,No,No major blocker,24,27,0,0,0,126,33
BED-RRV-2024-00110,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-03,Medical Ward,RRV-03-0110,2025-01-05T14:00:00,2025-01-05T14:11:00,2025-01-05T14:57:00,2025-01-05T14:57:00,2025-01-05T14:57:00,2025-01-05T14:57:00,2025-01-05T14:57:00,120,57,Under 1 hour,Yes,No major blocker,11,46,0,0,0,0,0
BED-RRV-2024-00111,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-01,General Ward,RRV-01-0111,2024-08-24T11:10:00,2024-08-24T11:21:00,2024-08-24T11:40:00,2024-08-24T13:53:00,2024-08-24T11:40:00,2024-08-24T11:40:00,2024-08-24T13:53:00,120,163,2-4 hours,No,Maintenance clearance,11,19,0,0,133,0,0
BED-RRV-2024-00112,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-07,General Ward,RRV-07-0112,2024-04-06T21:40:00,2024-04-06T22:04:00,2024-04-06T22:36:00,2024-04-06T23:22:00,2024-04-06T23:35:00,2024-04-06T22:36:00,2024-04-06T23:35:00,120,115,1-2 hours,Yes,No major blocker,24,32,0,59,46,0,0
BED-RRV-2024-00113,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-05,General Ward,RRV-05-0113,2025-02-25T03:10:00,2025-02-25T03:31:00,2025-02-25T03:52:00,2025-02-25T03:52:00,2025-02-25T04:11:00,2025-02-25T03:52:00,2025-02-25T04:11:00,120,61,1-2 hours,Yes,No major blocker,21,21,0,19,0,0,0
BED-RRV-2024-00114,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-03,Emergency Observation,RRV-03-0114,2024-09-09T02:10:00,2024-09-09T02:56:00,2024-09-09T03:14:00,2024-09-09T03:14:00,2024-09-09T03:14:00,2024-09-09T03:14:00,2024-09-09T03:14:00,120,64,1-2 hours,Yes,Awaiting porter / room release,14,18,32,0,0,0,0
BED-RRV-2024-00115,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-04,Medical Ward,RRV-04-0115,2024-06-16T05:30:00,2024-06-16T06:13:00,2024-06-16T06:47:00,2024-06-16T06:47:00,2024-06-16T06:47:00,2024-06-16T06:47:00,2024-06-16T06:47:00,120,77,1-2 hours,Yes,Cleaning queue,43,34,0,0,0,0,0
BED-RRV-2024-00116,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-04,Surgical Ward,RRV-04-0116,2024-10-16T14:10:00,2024-10-16T14:22:00,2024-10-16T14:46:00,2024-10-16T14:46:00,2024-10-16T15:02:00,2024-10-16T19:09:00,2024-10-16T19:09:00,120,299,4-8 hours,No,Deep clean / isolation reset,12,24,0,16,0,263,0
BED-RRV-2024-00117,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-02,General Ward,RRV-02-0117,2025-03-21T20:30:00,2025-03-21T23:16:00,2025-03-21T23:51:00,2025-03-22T01:09:00,2025-03-21T23:51:00,2025-03-21T23:51:00,2025-03-22T01:09:00,120,279,4-8 hours,No,Clinical hold / late discharge,23,35,0,0,78,0,143
BED-RRV-2024-00118,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-07,Emergency Observation,RRV-07-0118,2024-11-05T23:20:00,2024-11-06T00:06:00,2024-11-06T00:26:00,2024-11-06T00:26:00,2024-11-06T00:26:00,2024-11-06T00:26:00,2024-11-06T00:26:00,120,66,1-2 hours,Yes,Awaiting porter / room release,7,20,39,0,0,0,0
BED-RRV-2024-00119,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-02,General Ward,RRV-02-0119,2024-07-26T07:00:00,2024-07-26T07:14:00,2024-07-26T07:46:00,2024-07-26T07:46:00,2024-07-26T07:46:00,2024-07-26T07:46:00,2024-07-26T07:46:00,120,46,Under 1 hour,Yes,No major blocker,14,32,0,0,0,0,0
BED-RRV-2024-00120,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-02,General Ward,RRV-02-0120,2024-07-06T20:50:00,2024-07-06T21:48:00,2024-07-06T22:27:00,2024-07-06T22:27:00,2024-07-06T22:27:00,2024-07-06T22:27:00,2024-07-06T22:27:00,120,97,1-2 hours,Yes,No major blocker,24,39,0,0,0,0,34
BED-RRV-2024-00121,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-08,Surgical Ward,RRV-08-0121,2024-07-23T13:40:00,2024-07-23T15:03:00,2024-07-23T15:57:00,2024-07-23T15:57:00,2024-07-23T16:47:00,2024-07-23T15:57:00,2024-07-23T16:47:00,120,187,2-4 hours,No,Cleaning queue,83,54,0,50,0,0,0
BED-RRV-2024-00122,2024/25,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,RRV-SITE-08,Surgical Ward,RRV-08-0122,2024-07-10T09:50:00,2024-07-10T09:57:00,2024-07-10T10:49:00,2024-07-10T10:49:00,2024-07-10T12:42:00,2024-07-10T10:49:00,2024-07-10T12:42:00,120,172,2-4 hours,No,Equipment not ready,7,52,0,113,0,0,0
